,year,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,UBIGEO,DOMINIO,ESTRATO,P201P,P203,P203A,P203B,P204,P205,P206,P207,P208A,P208B,P209
6052,2020,09,017446,002,11,03,130106,1.0,4.0,20200174460021103,5.0,,,1.0,2.0,,1.0,19.0,,6.0
6054,2020,06,006057,016,11,03,070106,8.0,1.0,20200060570161103,3.0,,,1.0,2.0,,1.0,11.0,,
6056,2020,10,009003,012,11,04,211101,6.0,2.0,20180090030121104,3.0,1.0,3.0,1.0,2.0,,1.0,10.0,,
6060,2020,06,018162,020,11,01,150115,8.0,1.0,20200181620201101,1.0,,,1.0,2.0,,1.0,38.0,,1.0
6061,2020,08,017868,036,11,03,150133,8.0,1.0,20200178680361103,3.0,,,1.0,2.0,,1.0,9.0,,
6063,2020,03,010350,039,11,01,210106,6.0,7.0,20200103500391101,1.0,,,1.0,2.0,,1.0,61.0,,2.0
6064,2020,08,005582,114,11,04,040302,3.0,5.0,20200055821141104,3.0,,,1.0,2.0,,2.0,24.0,,6.0
6067,2020,10,008933,056,11,04,200202,1.0,7.0,20200089330561104,3.0,1.0,3.0,1.0,2.0,,2.0,9.0,,
6069,2020,03,007305,045,11,01,140101,1.0,2.0,20200073050451101,1.0,1.0,1.0,1.0,2.0,,2.0,64.0,,6.0
6070,2020,01,009184,019,11,01,220801,7.0,7.0,20200091840191101,1.0,1.0,1.0,1.0,2.0,,1.0,67.0,,2.0
6071,2020,09,017577,096,11,01,140106,1.0,1.0,20200175770961101,1.0,1.0,1.0,1.0,2.0,,1.0,28.0,,5.0
6072,2020,09,019351,098,12,04,200114,1.0,4.0,20200193510981204,4.0,2.0,1.0,1.0,2.0,,1.0,27.0,,1.0
6078,2020,08,009048,024,11,01,211002,6.0,8.0,20200090480241101,1.0,,,1.0,2.0,,1.0,40.0,,1.0
6079,2020,08,007273,071,11,01,130812,4.0,6.0,20170072730711101,1.0,,,1.0,2.0,,1.0,70.0,,2.0
6081,2020,09,015540,018,11,03,040103,6.0,1.0,20200155400181103,3.0,,,1.0,2.0,,1.0,32.0,,6.0
6082,2020,04,005479,039,11,04,040104,6.0,1.0,20200054790391104,3.0,,,1.0,2.0,,1.0,14.0,,6.0
6083,2020,10,007420,023,11,03,140116,1.0,5.0,20170074200231103,3.0,1.0,3.0,1.0,2.0,,1.0,9.0,,
6084,2020,05,010246,105,11,04,150119,8.0,1.0,20200102461051104,3.0,,,1.0,2.0,,1.0,26.0,,6.0
6088,2020,02,010210,051,11,02,150106,8.0,1.0,20200102100511102,2.0,1.0,2.0,1.0,2.0,,2.0,40.0,,1.0
6089,2020,06,006431,212,11,01,090206,5.0,7.0,20200064312121101,1.0,,,1.0,2.0,,1.0,39.0,,2.0
6091,2020,05,015496,038,11,04,030205,6.0,7.0,20200154960381104,3.0,,,1.0,2.0,,2.0,12.0,,6.0
6092,2020,11,018179,046,11,01,150135,8.0,1.0,20200181790461101,1.0,0.0,1.0,1.0,2.0,,1.0,36.0,,6.0
6094,2020,07,009088,384,11,01,210105,6.0,7.0,20190090883841101,1.0,,,1.0,2.0,,2.0,65.0,,3.0
6095,2020,02,006979,045,11,02,120132,5.0,5.0,20200069790451102,2.0,1.0,2.0,1.0,2.0,,2.0,64.0,,2.0
6096,2020,07,016574,017,11,02,090504,5.0,7.0,20200165740171102,3.0,,,1.0,2.0,,2.0,24.0,,6.0
6097,2020,03,007072,003,11,05,120608,7.0,7.0,20180070720031105,3.0,,,1.0,2.0,,2.0,13.0,,6.0
6099,2020,02,006420,095,11,01,090507,5.0,7.0,20200064200951101,1.0,1.0,1.0,1.0,2.0,,1.0,59.0,,2.0
6101,2020,11,009718,108,11,02,250201,7.0,5.0,20200097181081102,2.0,1.0,2.0,1.0,2.0,,1.0,34.0,,1.0
6102,2020,08,011383,039,11,03,160112,7.0,8.0,20200113830391103,3.0,,,1.0,2.0,,1.0,18.0,,6.0
6106,2020,01,007392,015,11,04,140201,1.0,4.0,20200073920151104,3.0,1.0,3.0,1.0,2.0,,2.0,5.0,,
6107,2020,01,006401,367,11,07,090703,5.0,7.0,20190064013671105,0.0,,,,,,,,,
6112,2020,06,009170,041,11,02,220510,7.0,5.0,20180091700411102,2.0,,,1.0,2.0,,2.0,62.0,,1.0
6114,2020,07,011377,076,11,03,100605,7.0,7.0,20200113770761103,3.0,,,1.0,2.0,,2.0,11.0,,
6116,2020,02,008115,154,11,01,150514,2.0,5.0,20160081151541101,1.0,1.0,1.0,1.0,2.0,,1.0,67.0,,3.0
6120,2020,08,009982,046,11,03,150407,5.0,8.0,20180099820461103,0.0,,,,,,,,,
6121,2020,08,015885,070,11,01,050304,5.0,8.0,20200158850701101,1.0,,,1.0,2.0,,2.0,64.0,,3.0
6122,2020,11,006417,069,11,01,090718,5.0,7.0,20190064170691101,1.0,1.0,1.0,1.0,2.0,,1.0,62.0,,2.0
6126,2020,12,005162,054,11,02,010606,7.0,6.0,20200051620541102,2.0,1.0,2.0,1.0,2.0,,2.0,58.0,,2.0
6127,2020,09,007096,077,11,02,130105,1.0,1.0,20170070960771101,2.0,,,1.0,2.0,,1.0,39.0,,2.0
6128,2020,02,006584,097,11,02,100603,7.0,7.0,20200065840971102,2.0,1.0,2.0,1.0,2.0,,2.0,44.0,,1.0
6129,2020,05,017771,392,11,05,140312,1.0,7.0,20200177713921105,3.0,,,1.0,2.0,,1.0,5.0,,
6130,2020,02,007523,033,11,06,150135,8.0,1.0,20200075230331106,4.0,2.0,2.0,1.0,2.0,,1.0,44.0,,2.0
6133,2020,05,006811,133,11,01,110112,2.0,5.0,20180068111331101,1.0,,,1.0,2.0,,2.0,46.0,,5.0
6134,2020,09,017758,077,11,08,140304,1.0,7.0,20200177580771108,7.0,0.0,1.0,1.0,2.0,,2.0,10.0,,
6136,2020,02,009531,027,11,05,240203,1.0,5.0,20200095310271105,3.0,0.0,1.0,1.0,2.0,,1.0,25.0,,5.0
6137,2020,02,010284,094,11,01,160107,7.0,8.0,20200102840941101,1.0,1.0,1.0,1.0,2.0,,1.0,55.0,,1.0
6138,2020,03,008070,058,11,01,150601,2.0,3.0,20160080700581101,1.0,1.0,1.0,1.0,2.0,,1.0,41.0,,2.0
6139,2020,03,006201,211,11,05,080108,6.0,2.0,20180062012111105,5.0,,,1.0,2.0,,2.0,7.0,,
6140,2020,04,016634,241,11,01,090502,5.0,7.0,20200166342411101,1.0,,,1.0,2.0,,2.0,56.0,,5.0
6141,2020,03,006409,009,11,06,090714,5.0,8.0,20200064090091106,3.0,,,1.0,2.0,,1.0,20.0,,6.0
6143,2020,01,005218,068,11,02,021806,2.0,5.0,20200052180681102,2.0,1.0,2.0,1.0,2.0,,2.0,39.0,,2.0
6146,2020,10,015757,182,11,08,040106,6.0,7.0,20200157571821108,5.0,2.0,3.0,1.0,2.0,,1.0,5.0,,
6151,2020,08,006719,009,11,06,110101,2.0,2.0,20190067190091103,3.0,,,1.0,2.0,,2.0,23.0,,6.0
6152,2020,07,020259,092,11,01,250105,7.0,2.0,20200202590921101,1.0,,,1.0,2.0,,2.0,56.0,,2.0
6155,2020,07,019825,068,11,04,230108,3.0,2.0,20200198250681104,11.0,,,1.0,2.0,,1.0,15.0,,6.0
6156,2020,08,018176,013,11,02,150140,8.0,1.0,20200181760131102,7.0,,,1.0,2.0,,2.0,92.0,,6.0
6158,2020,02,008193,060,11,05,160101,7.0,2.0,20200081930601105,6.0,0.0,1.0,1.0,2.0,,2.0,72.0,,5.0
6159,2020,06,010780,036,11,05,230110,3.0,2.0,20200107800361105,3.0,,,1.0,2.0,,2.0,8.0,,
6161,2020,03,009841,006,11,02,230110,3.0,2.0,20170098410061102,3.0,1.0,3.0,1.0,2.0,,2.0,22.0,,6.0
6162,2020,08,005441,273,11,04,030409,6.0,7.0,20180054412731104,3.0,,,1.0,2.0,,1.0,17.0,,6.0
6163,2020,10,010327,035,11,06,200203,1.0,7.0,20180103270351106,0.0,,,,,,,,,
6164,2020,08,007762,149,11,02,150136,8.0,1.0,20200077621491102,2.0,,,1.0,2.0,,2.0,69.0,,2.0
6165,2020,05,005719,089,11,01,050408,7.0,5.0,20200057190891101,1.0,,,1.0,2.0,,1.0,44.0,,3.0
6166,2020,02,008272,130,11,06,160501,7.0,4.0,20160082721301106,3.0,1.0,3.0,1.0,2.0,,1.0,8.0,,
6167,2020,06,008269,045,11,05,160401,7.0,5.0,20200082690451105,5.0,,,1.0,2.0,,1.0,13.0,,6.0
6170,2020,06,019431,139,11,01,200301,4.0,7.0,20200194311391101,1.0,,,1.0,2.0,,1.0,42.0,,1.0
6171,2020,08,007444,022,11,03,140306,1.0,7.0,20190074440221103,3.0,,,1.0,2.0,,2.0,20.0,,6.0
6174,2020,05,019255,016,11,05,200501,1.0,3.0,20200192550161105,3.0,,,1.0,2.0,,1.0,4.0,,
6177,2020,07,005557,114,11,01,040129,6.0,1.0,20160055571141101,1.0,,,1.0,2.0,,1.0,79.0,,2.0
6178,2020,05,017888,023,11,02,150115,8.0,1.0,20200178880231102,2.0,,,1.0,2.0,,1.0,40.0,,1.0
6180,2020,01,008455,047,11,04,170101,7.0,7.0,20190084550471104,3.0,1.0,3.0,1.0,2.0,,1.0,8.0,,
6181,2020,02,005938,081,11,04,060602,4.0,7.0,20200059380811104,4.0,2.0,1.0,1.0,2.0,,1.0,33.0,,1.0
6182,2020,11,015098,089,11,01,010506,4.0,6.0,20200150980891101,1.0,1.0,1.0,1.0,2.0,,1.0,65.0,,2.0
6183,2020,03,006931,026,11,01,120107,5.0,2.0,20190069310261101,1.0,1.0,1.0,1.0,2.0,,1.0,42.0,,1.0
6184,2020,11,008205,069,11,03,160101,7.0,2.0,20200082050691103,4.0,1.0,2.0,1.0,2.0,,2.0,28.0,,1.0
6186,2020,03,005899,097,11,03,060701,4.0,5.0,20200058990971103,3.0,1.0,3.0,1.0,2.0,,1.0,3.0,,
6187,2020,12,016650,109,11,06,090711,5.0,7.0,20200166501091106,5.0,2.0,3.0,2.0,,1.0,1.0,1.0,,
6188,2020,10,006582,123,11,01,100605,7.0,6.0,20180065821231101,1.0,1.0,1.0,1.0,2.0,,1.0,37.0,,1.0
6191,2020,12,018572,100,11,03,160108,7.0,2.0,20200185721001103,3.0,1.0,3.0,1.0,2.0,,1.0,29.0,,6.0
6193,2020,06,017854,012,11,01,150134,8.0,1.0,20200178540121101,1.0,,,1.0,2.0,,1.0,39.0,,6.0
6196,2020,10,008118,003,11,02,150508,2.0,5.0,20190081180031102,6.0,1.0,6.0,1.0,2.0,,1.0,92.0,,2.0
6199,2020,11,018722,033,11,03,160704,7.0,8.0,20200187220331103,3.0,1.0,3.0,1.0,2.0,,1.0,11.0,,
6200,2020,06,009510,143,11,04,240101,1.0,3.0,20180095101431104,3.0,,,1.0,2.0,,2.0,12.0,,6.0
6202,2020,01,010322,089,11,01,200701,1.0,3.0,20200103220891101,1.0,1.0,1.0,1.0,2.0,,1.0,45.0,,1.0
6203,2020,10,005395,228,11,04,030603,6.0,7.0,20190053952281104,3.0,1.0,3.0,1.0,2.0,,2.0,1.0,,
6208,2020,06,006911,043,11,03,120101,5.0,2.0,20200069110431103,3.0,,,1.0,2.0,,1.0,11.0,,
6212,2020,05,019134,015,11,06,190201,5.0,8.0,20200191340151106,3.0,,,1.0,2.0,,2.0,9.0,,
6216,2020,12,015951,103,11,05,050407,7.0,7.0,20200159511031105,5.0,2.0,3.0,1.0,2.0,,2.0,0.0,11.0,
6217,2020,09,007566,136,11,01,150110,8.0,1.0,20160075661361101,1.0,1.0,1.0,1.0,2.0,,2.0,43.0,,5.0
6221,2020,07,017145,107,11,04,120101,5.0,2.0,20200171451071104,3.0,,,1.0,2.0,,1.0,15.0,,6.0
6223,2020,11,005593,131,11,02,040201,3.0,4.0,20200055931311102,3.0,1.0,3.0,1.0,2.0,,1.0,68.0,,6.0
6226,2020,07,009979,089,11,03,230110,3.0,2.0,20200099790891103,3.0,,,1.0,2.0,,2.0,9.0,,
6228,2020,07,017581,140,11,02,140101,1.0,1.0,20200175811401102,2.0,,,1.0,2.0,,2.0,78.0,,2.0
6229,2020,12,007734,022,11,02,150101,8.0,1.0,20200077340221102,2.0,1.0,2.0,1.0,2.0,,2.0,62.0,,2.0
6233,2020,11,006961,023,11,02,120302,7.0,4.0,20200069610231102,2.0,1.0,2.0,1.0,2.0,,2.0,23.0,,1.0
6238,2020,12,007491,090,11,01,150106,8.0,1.0,20160074910901101,1.0,1.0,1.0,1.0,2.0,,1.0,64.0,,2.0
6239,2020,03,005411,103,11,04,030209,6.0,8.0,20200054111031104,3.0,1.0,3.0,1.0,1.0,,2.0,17.0,,6.0
6241,2020,10,017440,072,11,02,130403,1.0,5.0,20200174400721102,3.0,1.0,1.0,1.0,2.0,,2.0,30.0,,6.0
6242,2020,04,005793,048,11,03,050103,5.0,7.0,20190057930481103,6.0,,,1.0,2.0,,1.0,94.0,,3.0
6245,2020,03,009332,073,11,01,230104,3.0,2.0,20200093320731101,1.0,1.0,1.0,1.0,2.0,,2.0,55.0,,3.0
6246,2020,06,008326,144,11,02,160108,7.0,7.0,20200083261441102,2.0,,,1.0,2.0,,2.0,39.0,,1.0
6249,2020,07,020198,039,11,03,250101,7.0,2.0,20200201980391103,3.0,,,1.0,2.0,,1.0,10.0,,
6250,2020,06,019709,074,11,01,220301,7.0,8.0,20200197090741101,1.0,,,1.0,2.0,,1.0,34.0,,1.0
6254,2020,03,009185,042,11,03,220106,7.0,6.0,20200091850421103,5.0,,,1.0,2.0,,2.0,19.0,,6.0
6256,2020,01,009340,023,11,02,230108,3.0,2.0,20200093400231102,2.0,1.0,2.0,1.0,2.0,,2.0,49.0,,1.0
6259,2020,08,006577,025,11,02,100604,7.0,7.0,20200065770251102,2.0,,,1.0,2.0,,2.0,62.0,,1.0
6260,2020,04,011372,064,11,01,160402,7.0,7.0,20200113720641101,1.0,,,1.0,2.0,,2.0,61.0,,5.0
6261,2020,02,009133,008,11,05,220101,7.0,4.0,20170091330081105,5.0,2.0,3.0,1.0,2.0,,2.0,10.0,,
6262,2020,07,008329,146,11,01,160112,7.0,7.0,20200083291461101,1.0,,,1.0,2.0,,1.0,49.0,,1.0
6265,2020,10,017585,007,11,01,140101,1.0,1.0,20200175850071101,1.0,0.0,1.0,1.0,2.0,,2.0,76.0,,5.0
6266,2020,02,007329,133,11,03,140105,1.0,2.0,20200073291331103,4.0,1.0,2.0,1.0,2.0,,2.0,34.0,,1.0
6267,2020,01,005450,009,11,02,030403,6.0,6.0,20200054500091102,2.0,1.0,2.0,1.0,2.0,,2.0,35.0,,1.0
6269,2020,06,006521,131,11,01,100102,5.0,2.0,20160065211311102,1.0,,,1.0,2.0,,2.0,32.0,,5.0
6271,2020,12,016193,023,11,06,070106,8.0,1.0,20200161930231106,11.0,0.0,1.0,2.0,,2.0,1.0,50.0,,5.0
6272,2020,02,007113,040,11,01,130101,1.0,1.0,20200071130401101,1.0,1.0,1.0,1.0,2.0,,1.0,52.0,,2.0
6274,2020,05,006447,137,11,04,090105,5.0,7.0,20200064471371104,3.0,,,1.0,2.0,,1.0,2.0,,
6275,2020,12,015662,017,11,05,040520,3.0,4.0,20200156620171105,3.0,1.0,3.0,1.0,2.0,,2.0,11.0,,
6277,2020,05,017670,002,11,03,140301,1.0,3.0,20200176700021103,3.0,,,1.0,2.0,,1.0,16.0,,6.0
6280,2020,03,010230,291,11,03,150101,8.0,1.0,20170102302911103,3.0,1.0,3.0,1.0,2.0,,1.0,32.0,,6.0
6281,2020,02,009152,012,11,04,220804,7.0,4.0,20200091520121104,3.0,1.0,3.0,1.0,2.0,,2.0,13.0,,6.0
6285,2020,09,008075,105,11,01,150722,5.0,5.0,20160080751051101,1.0,,,1.0,2.0,,2.0,58.0,,3.0
6288,2020,05,017927,002,11,01,150132,8.0,1.0,20200179270021101,1.0,,,1.0,2.0,,1.0,35.0,,1.0
6291,2020,08,017339,104,11,03,130102,1.0,1.0,20200173391041103,3.0,,,1.0,2.0,,2.0,23.0,,5.0
6292,2020,10,005783,082,11,02,050502,5.0,7.0,20200057830821102,2.0,1.0,2.0,1.0,2.0,,1.0,88.0,,2.0
6294,2020,04,005391,073,11,02,030608,6.0,8.0,20200053910731102,3.0,,,1.0,2.0,,1.0,15.0,,6.0
6296,2020,06,016857,051,11,04,110101,2.0,2.0,20200168570511104,7.0,,,1.0,2.0,,1.0,44.0,,6.0
6297,2020,11,008648,046,11,05,190201,5.0,5.0,20200086480461105,3.0,0.0,1.0,2.0,,2.0,1.0,26.0,,1.0
6298,2020,04,006568,175,11,04,100701,5.0,7.0,20160065681751104,3.0,,,1.0,2.0,,1.0,27.0,,6.0
6299,2020,04,005479,030,11,04,040104,6.0,1.0,20200054790301104,3.0,,,1.0,2.0,,1.0,0.0,6.0,
6300,2020,08,016562,062,11,01,090601,5.0,6.0,20200165620621101,1.0,,,1.0,2.0,,1.0,44.0,,2.0
6307,2020,06,006487,064,11,03,090610,5.0,8.0,20180064870641103,3.0,,,1.0,2.0,,2.0,7.0,,
6311,2020,03,008620,090,11,01,190113,5.0,3.0,20200086200901101,1.0,,,1.0,2.0,,2.0,25.0,,6.0
6315,2020,11,015534,035,11,04,040104,6.0,1.0,20200155340351104,3.0,1.0,3.0,1.0,2.0,,2.0,9.0,,
6316,2020,08,015859,120,11,01,050503,7.0,5.0,20200158591201101,1.0,,,1.0,2.0,,1.0,52.0,,2.0
6317,2020,01,007123,030,11,01,130101,1.0,1.0,20200071230301101,1.0,1.0,1.0,1.0,2.0,,1.0,69.0,,2.0
6319,2020,11,018156,031,11,03,150106,8.0,1.0,20200181560311103,3.0,1.0,3.0,1.0,2.0,,1.0,18.0,,6.0
6320,2020,11,016430,089,11,01,080408,7.0,5.0,20200164300891101,1.0,0.0,1.0,1.0,2.0,,2.0,62.0,,3.0
6321,2020,09,018540,067,11,02,150606,5.0,7.0,20200185400671102,11.0,,,2.0,,1.0,2.0,45.0,,5.0
6323,2020,12,019677,001,11,02,220804,7.0,4.0,20200196770011102,2.0,1.0,2.0,1.0,2.0,,2.0,46.0,,2.0
6325,2020,02,011363,212,11,03,170203,7.0,6.0,20200113632121103,3.0,1.0,3.0,1.0,2.0,,1.0,13.0,,6.0
6329,2020,05,006362,145,11,02,090101,5.0,4.0,20190063621451102,2.0,,,1.0,2.0,,2.0,62.0,,2.0
6330,2020,05,015276,118,11,03,021104,5.0,8.0,20200152761181103,3.0,,,1.0,2.0,,1.0,47.0,,6.0
6331,2020,06,008955,180,11,01,200404,1.0,7.0,20180089551801102,1.0,,,1.0,2.0,,2.0,59.0,,1.0
6332,2020,05,005710,010,11,02,050104,5.0,2.0,20200057100101102,3.0,,,1.0,2.0,,1.0,35.0,,6.0
6335,2020,10,009138,109,11,01,220101,7.0,4.0,20200091381091101,1.0,0.0,1.0,1.0,2.0,,2.0,76.0,,3.0
6336,2020,05,016449,014,11,04,081212,6.0,8.0,20200164490141104,3.0,,,1.0,2.0,,2.0,7.0,,
6338,2020,08,006630,070,11,01,100109,5.0,7.0,20180066300701101,1.0,,,1.0,2.0,,1.0,40.0,,1.0
6339,2020,01,009261,095,11,02,220603,7.0,5.0,20200092610951102,7.0,0.0,1.0,2.0,,2.0,1.0,13.0,,6.0
6345,2020,04,006562,003,11,05,100801,5.0,5.0,20200065620031105,3.0,,,1.0,2.0,,1.0,0.0,1.0,
6346,2020,06,005393,024,11,04,030602,6.0,7.0,20170053930241105,3.0,,,1.0,2.0,,1.0,12.0,,6.0
6348,2020,09,008520,109,11,02,180104,3.0,3.0,20160085201091101,2.0,,,1.0,2.0,,1.0,71.0,,1.0
6350,2020,03,008697,025,11,01,190202,5.0,7.0,20200086970251101,1.0,1.0,1.0,1.0,2.0,,1.0,62.0,,2.0
6355,2020,11,017627,010,11,01,140101,1.0,1.0,20200176270101101,1.0,1.0,1.0,1.0,2.0,,1.0,71.0,,2.0
6357,2020,11,008250,064,11,04,160113,7.0,2.0,20200082500641104,6.0,2.0,1.0,2.0,,2.0,1.0,63.0,,2.0
6358,2020,03,010088,065,11,06,081304,6.0,5.0,20200100880651106,10.0,,,1.0,2.0,,1.0,40.0,,2.0
6360,2020,12,009111,162,11,01,210406,6.0,7.0,20200091111621101,1.0,0.0,1.0,1.0,2.0,,1.0,89.0,,3.0
6362,2020,03,007511,058,12,02,150135,8.0,1.0,20190075110581102,3.0,,,1.0,2.0,,2.0,19.0,,6.0
6363,2020,02,009183,020,11,01,220803,7.0,7.0,20200091830201101,1.0,1.0,1.0,1.0,2.0,,2.0,44.0,,1.0
6366,2020,06,010749,021,11,01,230102,3.0,2.0,20190107490211101,1.0,,,1.0,2.0,,1.0,43.0,,5.0
6367,2020,07,008606,078,11,01,180102,6.0,8.0,20170086060781101,1.0,,,1.0,2.0,,1.0,70.0,,1.0
6369,2020,05,017071,002,11,04,110503,2.0,8.0,20200170710021104,3.0,,,1.0,2.0,,2.0,15.0,,6.0
6370,2020,11,007657,122,11,01,150118,8.0,1.0,20200076571221101,1.0,1.0,1.0,1.0,2.0,,1.0,55.0,,2.0
6372,2020,02,006420,009,11,04,090507,5.0,7.0,20200064200091104,3.0,1.0,3.0,1.0,2.0,,2.0,5.0,,
6373,2020,01,006613,033,11,01,101106,5.0,7.0,20160066130331101,1.0,0.0,1.0,1.0,2.0,,2.0,85.0,,3.0
6377,2020,03,008010,096,11,06,150801,2.0,2.0,20190080100961106,3.0,1.0,3.0,1.0,2.0,,2.0,5.0,,
6381,2020,08,005821,089,11,03,050304,5.0,6.0,20200058210891103,3.0,,,1.0,2.0,,1.0,9.0,,
6383,2020,04,018136,046,11,04,150132,8.0,1.0,20200181360461104,3.0,,,1.0,2.0,,1.0,12.0,,6.0
6384,2020,06,015985,012,11,01,060301,4.0,5.0,20200159850121101,1.0,,,1.0,2.0,,2.0,39.0,,5.0
6386,2020,06,009164,138,11,03,220105,7.0,5.0,20200091641381103,3.0,,,1.0,2.0,,2.0,7.0,,
6387,2020,07,006216,042,11,02,080101,6.0,2.0,20200062160421102,3.0,,,1.0,2.0,,2.0,24.0,,6.0
6396,2020,02,010579,084,11,01,110111,2.0,5.0,20200105790841101,1.0,1.0,1.0,1.0,2.0,,2.0,36.0,,5.0
6397,2020,07,008870,027,11,06,200107,1.0,5.0,20180088700271106,5.0,,,1.0,2.0,,1.0,2.0,,
6400,2020,12,017838,029,11,04,150121,8.0,1.0,20200178380291104,3.0,1.0,3.0,1.0,2.0,,1.0,6.0,,
6402,2020,06,006153,097,11,05,070101,8.0,1.0,20190061530971105,3.0,,,1.0,2.0,,1.0,2.0,,
6406,2020,07,016477,092,11,02,081008,6.0,6.0,20200164770921102,2.0,,,1.0,2.0,,2.0,67.0,,2.0
6407,2020,09,007865,021,11,01,150141,8.0,1.0,20170078650211102,1.0,1.0,1.0,1.0,2.0,,2.0,84.0,,2.0
6408,2020,06,019518,015,11,01,211101,6.0,2.0,20200195180151101,1.0,,,1.0,2.0,,2.0,28.0,,6.0
6409,2020,12,006319,197,11,06,081205,6.0,7.0,20160063191971107,3.0,1.0,3.0,1.0,2.0,,1.0,10.0,,
6410,2020,10,016800,319,11,01,100113,5.0,7.0,20200168003191101,1.0,1.0,1.0,1.0,2.0,,1.0,47.0,,1.0
6411,2020,10,010571,022,11,03,110101,2.0,2.0,20170105710221103,10.0,1.0,2.0,1.0,2.0,,1.0,29.0,,2.0
6412,2020,12,005926,068,11,01,060811,7.0,7.0,20200059260681101,1.0,1.0,1.0,1.0,2.0,,1.0,56.0,,5.0
6413,2020,02,008649,039,11,01,190201,5.0,5.0,20200086490391101,1.0,1.0,1.0,1.0,1.0,,1.0,46.0,,1.0
6414,2020,04,008939,037,11,03,200301,4.0,7.0,20200089390371103,3.0,,,1.0,2.0,,1.0,32.0,,6.0
6415,2020,06,009390,096,11,01,230110,3.0,2.0,20180093900961101,1.0,,,1.0,2.0,,1.0,59.0,,5.0
6416,2020,03,016801,104,11,04,101001,5.0,7.0,20200168011041104,5.0,,,1.0,2.0,,2.0,15.0,,6.0
6418,2020,06,007555,124,11,05,150117,8.0,1.0,20200075551241105,5.0,,,1.0,2.0,,2.0,23.0,,6.0
6419,2020,03,008311,016,11,08,160704,7.0,7.0,20200083110161108,3.0,1.0,3.0,1.0,2.0,,1.0,8.0,,
6427,2020,06,006792,016,11,01,110501,2.0,3.0,20200067920161101,1.0,,,1.0,2.0,,1.0,73.0,,2.0
6430,2020,08,007741,042,11,01,150105,8.0,1.0,20200077410421101,1.0,,,1.0,2.0,,2.0,52.0,,3.0
6432,2020,01,010244,053,11,02,150142,8.0,1.0,20190102440531102,3.0,1.0,3.0,1.0,2.0,,2.0,16.0,,6.0
6435,2020,05,019721,149,11,01,220901,7.0,2.0,20200197211491101,1.0,,,1.0,2.0,,1.0,55.0,,2.0
6436,2020,11,005065,086,11,01,010109,4.0,5.0,20200050650861101,1.0,1.0,1.0,1.0,2.0,,1.0,46.0,,1.0
6440,2020,09,007728,121,11,01,150101,8.0,1.0,20200077281211101,1.0,0.0,1.0,1.0,2.0,,1.0,23.0,,6.0
6442,2020,06,019466,044,11,01,211101,6.0,2.0,20200194660441101,1.0,,,1.0,2.0,,1.0,46.0,,2.0
6443,2020,06,018669,084,11,07,160104,7.0,5.0,20200186690841107,3.0,,,1.0,2.0,,1.0,6.0,,
6444,2020,05,016668,015,11,02,100102,7.0,2.0,20200166680151102,3.0,,,1.0,2.0,,1.0,25.0,,6.0
6448,2020,07,008653,066,11,03,190202,5.0,5.0,20190086530661103,5.0,,,1.0,2.0,,2.0,7.0,,
6450,2020,12,015662,079,11,03,040520,3.0,4.0,20200156620791103,3.0,1.0,3.0,1.0,2.0,,1.0,22.0,,6.0
6451,2020,05,015946,089,11,02,050510,7.0,7.0,20200159460891102,2.0,,,1.0,2.0,,2.0,47.0,,2.0
6452,2020,12,008400,019,11,01,170101,7.0,3.0,20190084000191101,1.0,0.0,1.0,1.0,2.0,,2.0,56.0,,5.0
6453,2020,02,009033,002,11,02,210407,6.0,5.0,20200090330021102,2.0,1.0,2.0,1.0,2.0,,2.0,68.0,,2.0
6454,2020,09,017220,037,11,01,120601,7.0,4.0,20200172200371101,1.0,,,1.0,2.0,,1.0,25.0,,1.0
6455,2020,07,016523,097,11,02,090101,5.0,4.0,20200165230971102,2.0,,,1.0,2.0,,2.0,76.0,,2.0
6457,2020,01,007239,017,11,08,130701,1.0,7.0,20160072390171109,5.0,2.0,3.0,1.0,2.0,,1.0,6.0,,
6458,2020,08,015404,060,11,03,030101,6.0,3.0,20200154040601103,3.0,,,1.0,2.0,,1.0,16.0,,6.0
6459,2020,07,006691,020,11,02,110106,2.0,2.0,20200066910201102,2.0,,,1.0,2.0,,2.0,38.0,,1.0
6460,2020,12,009227,104,11,04,220901,7.0,2.0,20180092271041104,3.0,1.0,3.0,1.0,2.0,,2.0,17.0,,6.0
6461,2020,01,008455,051,11,01,170101,7.0,7.0,20190084550511101,1.0,1.0,1.0,1.0,2.0,,2.0,43.0,,1.0
6464,2020,04,007309,086,11,05,140101,1.0,2.0,20180073090861104,5.0,,,1.0,2.0,,2.0,10.0,,
6465,2020,07,006965,128,11,04,120303,7.0,4.0,20200069651281104,3.0,,,1.0,2.0,,2.0,19.0,,6.0
6467,2020,12,016506,022,11,01,080908,7.0,7.0,20200165060221101,1.0,1.0,1.0,1.0,2.0,,1.0,37.0,,1.0
6469,2020,11,015750,195,11,03,040206,3.0,7.0,20200157501951103,3.0,1.0,3.0,1.0,2.0,,1.0,34.0,,6.0
6471,2020,05,009136,037,11,02,220101,7.0,4.0,20180091360371103,3.0,,,1.0,2.0,,1.0,19.0,,6.0
6472,2020,12,008929,020,11,05,200208,1.0,7.0,20200089290201105,3.0,1.0,3.0,1.0,2.0,,2.0,12.0,,6.0
