"year","MES","CONGLOME","VIVIENDA","HOGAR","CODPERSO","UBIGEO","DOMINIO","ESTRATO","P201P","P203","P203A","P203B","P204","P205","P206","P207","P208A","P208B","P209"
"2020","12","007298","062","11","08","140101",1,2,"20180072980621108",5,2,3,1,2,NA,1,7,NA,NA
"2020","12","007298","092","11","06","140101",1,2,"20180072980921106",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","12","007298","109","11","04","140101",1,2,"20190072981091104",3,1,3,1,2,NA,2,15,NA,6
"2020","12","007298","138","11","02","140101",1,2,"20180072981381104",11,0,1,1,2,NA,1,31,NA,6
"2020","04","007299","006","11","01","140101",1,2,"20200072990061101",1,NA,NA,1,2,NA,2,70,NA,5
"2020","04","007299","006","11","03","140101",1,2,"20200072990061103",4,NA,NA,1,2,NA,1,42,NA,2
"2020","04","007299","008","11","01","140101",1,2,"20200072990081101",1,NA,NA,1,2,NA,1,66,NA,2
"2020","04","007299","008","11","03","140101",1,2,"20200072990081103",3,NA,NA,1,2,NA,2,20,NA,6
"2020","04","007299","021","11","01","140101",1,2,"20200072990211101",1,NA,NA,1,2,NA,1,63,NA,1
"2020","04","007299","021","11","02","140101",1,2,"20200072990211102",2,NA,NA,1,2,NA,2,56,NA,1
"2020","04","007299","021","11","04","140101",1,2,"20200072990211104",3,NA,NA,1,2,NA,2,14,NA,6
"2020","04","007299","033","11","03","140101",1,2,"20200072990331103",3,NA,NA,2,NA,2,2,42,NA,2
"2020","04","007299","033","11","06","140101",1,2,"20200072990331106",5,NA,NA,2,NA,2,2,20,NA,6
"2020","04","007299","045","11","03","140101",1,2,"20200072990451103",3,NA,NA,1,2,NA,1,9,NA,NA
"2020","04","007299","055","11","01","140101",1,2,"20200072990551101",1,NA,NA,1,2,NA,1,64,NA,2
"2020","09","007300","077","11","02","140101",1,2,"20200073000771102",3,1,1,2,NA,2,2,35,NA,2
"2020","09","007300","115","11","01","140101",1,2,"20190073001151101",1,1,1,1,2,NA,2,47,NA,5
"2020","09","007300","154","11","01","140101",1,2,"20190073001541101",1,1,1,1,2,NA,1,74,NA,2
"2020","09","007300","154","11","04","140101",1,2,"20200073001541104",3,2,1,2,NA,1,2,41,NA,5
"2020","12","007301","005","11","03","140101",1,2,"20170073010051106",3,1,3,1,2,NA,2,7,NA,NA
"2020","12","007301","005","11","04","140101",1,2,"20170073010051107",3,1,3,1,2,NA,2,3,NA,NA
"2020","12","007301","048","11","02","140101",1,2,"20170073010481104",3,1,3,1,2,NA,1,13,NA,6
"2020","12","007301","048","11","03","140101",1,2,"20170073010481105",11,0,1,1,2,NA,1,28,NA,6
"2020","12","007301","048","11","04","140101",1,2,"20170073010481102",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","12","007301","062","11","02","140101",1,2,"20170073010621102",3,1,1,1,2,NA,2,49,NA,5
"2020","12","007301","091","11","02","140101",1,2,"20170073010911102",2,1,2,1,2,NA,2,55,NA,2
"2020","12","007301","118","11","01","140101",1,2,"20170073011181102",1,1,1,1,2,NA,2,60,NA,2
"2020","12","007301","118","11","03","140101",1,2,"20170073011181103",3,1,3,1,2,NA,1,22,NA,6
"2020","12","007301","118","11","04","140101",1,2,"20170073011181104",3,0,1,1,2,NA,1,28,NA,5
"2020","01","007302","009","11","01","140101",1,2,"20200073020091101",1,1,1,1,2,NA,1,69,NA,2
"2020","01","007302","009","11","02","140101",1,2,"20200073020091102",2,1,2,1,2,NA,2,65,NA,2
"2020","01","007302","009","11","03","140101",1,2,"20200073020091103",3,1,3,1,2,NA,2,43,NA,6
"2020","01","007302","050","11","02","140101",1,2,"20200073020501102",2,1,2,1,2,NA,2,59,NA,2
"2020","01","007302","078","11","05","140101",1,2,"20200073020781105",3,1,3,1,2,NA,1,21,NA,6
"2020","01","007302","078","11","07","140101",1,2,"20200073020781107",3,2,1,1,2,NA,2,24,NA,6
"2020","01","007302","078","11","08","140101",1,2,"20200073020781108",5,2,3,1,2,NA,2,0,2,NA
"2020","01","007302","114","11","01","140101",1,2,"20200073021141101",1,1,1,1,2,NA,1,59,NA,2
"2020","01","007302","114","11","02","140101",1,2,"20200073021141102",2,1,2,1,2,NA,2,50,NA,2
"2020","03","007303","052","11","03","140101",1,2,"20180073030521103",3,1,3,1,2,NA,1,6,NA,NA
"2020","03","007303","068","11","02","140101",1,2,"20180073030681102",3,1,3,1,2,NA,1,30,NA,6
"2020","03","007303","147","11","02","140101",1,2,"20180073031471102",2,1,2,1,2,NA,2,43,NA,2
"2020","09","007304","040","11","02","140101",1,2,"20160073040401102",2,1,2,1,2,NA,2,83,NA,2
"2020","09","007304","100","11","01","140101",1,2,"20160073041001102",1,1,1,1,2,NA,2,69,NA,2
"2020","09","007304","139","11","03","140101",1,2,"20160073041391103",3,1,3,1,2,NA,1,12,NA,6
"2020","03","007305","012","11","01","140101",1,2,"20200073050121101",1,0,1,1,2,NA,2,68,NA,4
"2020","03","007305","045","11","01","140101",1,2,"20200073050451101",1,1,1,1,2,NA,2,64,NA,6
"2020","03","007305","045","11","02","140101",1,2,"20200073050451102",6,1,6,1,2,NA,2,94,NA,3
"2020","03","007305","060","11","02","140101",1,2,"20200073050601102",2,1,2,1,2,NA,2,76,NA,2
"2020","03","007305","076","11","01","140101",1,2,"20200073050761101",1,0,1,1,2,NA,2,25,NA,6
"2020","03","007305","076","11","02","140101",1,2,"20200073050761102",11,0,1,1,2,NA,2,24,NA,6
"2020","03","007305","092","11","05","140101",1,2,"20200073050921105",3,1,3,1,2,NA,1,13,NA,6
"2020","03","007305","092","11","06","140101",1,2,"20200073050921106",6,0,1,1,1,NA,2,74,NA,3
"2020","03","007305","156","11","02","140101",1,2,"20200073051561102",11,0,1,1,2,NA,2,82,NA,3
"2020","02","007306","028","11","01","140101",1,2,"20200073060281101",1,1,1,1,2,NA,1,74,NA,2
"2020","02","007306","028","11","02","140101",1,2,"20200073060281102",2,1,2,1,2,NA,2,70,NA,2
"2020","02","007306","028","11","03","140101",1,2,"20200073060281103",3,2,1,1,2,NA,2,38,NA,5
"2020","02","007306","028","11","04","140101",1,2,"20200073060281104",5,2,3,1,1,NA,1,10,NA,NA
"2020","02","007306","028","11","05","140101",1,2,"20200073060281105",5,2,3,1,1,NA,2,5,NA,NA
"2020","02","007306","044","11","01","140101",1,2,"20200073060441101",1,1,1,1,2,NA,2,49,NA,5
"2020","02","007306","085","11","01","140101",1,2,"20200073060851101",1,0,1,1,2,NA,2,55,NA,6
"2020","02","007306","114","11","01","140101",1,2,"20200073061141101",1,1,1,1,2,NA,1,58,NA,6
"2020","02","007306","141","11","04","140101",1,2,"20200073061411104",3,1,3,1,2,NA,1,6,NA,NA
"2020","02","007306","156","22","01","140101",1,2,"20200073061562201",1,1,1,1,2,NA,1,53,NA,2
"2020","02","007307","008","11","02","140101",1,2,"20200073070081102",11,0,1,1,2,NA,1,72,NA,5
"2020","02","007307","021","11","01","140101",1,2,"20200073070211101",1,1,1,1,2,NA,2,54,NA,5
"2020","02","007307","021","11","02","140101",1,2,"20200073070211102",3,1,3,1,2,NA,1,16,NA,6
"2020","02","007307","021","11","03","140101",1,2,"20200073070211103",3,1,3,1,2,NA,1,14,NA,6
"2020","02","007307","040","11","01","140101",1,2,"20200073070401101",1,1,1,1,2,NA,1,39,NA,1
"2020","02","007307","040","11","05","140101",1,2,"20200073070401105",6,0,1,1,2,NA,2,68,NA,5
"2020","02","007307","088","11","01","140101",1,2,"20200073070881101",1,1,1,1,2,NA,2,39,NA,5
"2020","02","007307","088","11","02","140101",1,2,"20200073070881102",6,1,6,1,2,NA,1,88,NA,5
"2020","02","007307","127","11","02","140101",1,2,"20200073071271102",11,0,1,1,2,NA,2,21,NA,6
"2020","10","007308","015","11","01","140101",1,2,"20200073080151101",1,1,1,1,2,NA,1,61,NA,6
"2020","10","007308","015","11","02","140101",1,2,"20200073080151102",6,1,6,1,2,NA,2,89,NA,3
"2020","10","007308","029","11","01","140101",1,2,"20200073080291101",1,1,1,1,2,NA,2,66,NA,5
"2020","10","007308","029","11","04","140101",1,2,"20200073080291104",3,2,1,1,2,NA,2,49,NA,5
"2020","10","007308","029","11","05","140101",1,2,"20200073080291105",5,2,3,1,2,NA,2,29,NA,6
"2020","10","007308","057","11","02","140101",1,2,"20200073080571102",2,1,2,1,2,NA,2,48,NA,2
"2020","10","007308","073","11","02","140101",1,2,"20200073080731102",3,1,1,1,2,NA,2,35,NA,5
"2020","10","007308","101","11","01","140101",1,2,"20200073081011101",1,1,1,1,2,NA,1,26,NA,2
"2020","04","007309","013","11","01","140101",1,2,"20180073090131101",1,NA,NA,1,2,NA,2,69,NA,3
"2020","04","007309","031","11","02","140101",1,2,"20180073090311102",3,NA,NA,1,2,NA,2,31,NA,2
"2020","04","007309","069","11","01","140101",1,2,"20180073090691101",1,NA,NA,1,2,NA,1,66,NA,3
"2020","04","007309","086","11","05","140101",1,2,"20180073090861104",5,NA,NA,1,2,NA,2,10,NA,NA
"2020","04","007309","105","11","01","140101",1,2,"20180073091051101",1,NA,NA,1,2,NA,1,37,NA,2
"2020","04","007309","105","11","02","140101",1,2,"20180073091051102",2,NA,NA,1,2,NA,2,36,NA,2
"2020","04","007309","160","11","02","140101",1,2,"20180073091601102",2,NA,NA,1,2,NA,2,51,NA,2
"2020","04","007309","160","11","04","140101",1,2,"20200073091601104",3,NA,NA,1,2,NA,2,18,NA,6
"2020","04","007309","160","11","05","140101",1,2,"20180073091601105",3,NA,NA,1,2,NA,1,15,NA,6
"2020","04","007309","160","11","07","140101",1,2,"20180073091601107",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","04","007309","160","11","08","140101",1,2,"20180073091601108",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","08","007310","012","11","01","140101",1,2,"20200073100121101",1,NA,NA,1,2,NA,1,47,NA,2
"2020","08","007310","012","11","03","140101",1,2,"20200073100121103",3,NA,NA,1,2,NA,2,19,NA,6
"2020","08","007310","012","11","04","140101",1,2,"20200073100121104",3,NA,NA,1,2,NA,2,13,NA,6
"2020","08","007310","021","11","01","140101",1,2,"20200073100211101",1,NA,NA,1,2,NA,1,55,NA,5
"2020","08","007310","021","11","03","140101",1,2,"20200073100211103",3,NA,NA,1,2,NA,2,19,NA,6
"2020","08","007310","054","11","01","140101",1,2,"20200073100541101",1,NA,NA,1,2,NA,1,53,NA,2
"2020","08","007310","054","11","05","140101",1,2,"20200073100541105",10,NA,NA,2,NA,1,2,53,NA,6
"2020","08","007310","089","11","01","140101",1,2,"20200073100891101",1,NA,NA,1,2,NA,1,64,NA,1
"2020","01","007311","010","11","03","140101",1,2,"20200073110101103",3,1,3,1,2,NA,1,24,NA,6
"2020","01","007311","026","11","03","140101",1,2,"20200073110261103",5,1,3,1,2,NA,2,17,NA,6
"2020","01","007311","040","11","02","140101",1,2,"20200073110401102",2,1,2,1,2,NA,2,84,NA,2
"2020","01","007311","055","11","02","140101",1,2,"20200073110551102",3,1,1,1,2,NA,1,56,NA,5
"2020","01","007311","070","11","01","140101",1,2,"20200073110701101",1,1,1,1,2,NA,1,52,NA,2
"2020","01","007311","070","11","04","140101",1,2,"20200073110701104",3,1,3,1,2,NA,2,16,NA,6
"2020","01","007311","098","11","01","140101",1,2,"20200073110981101",1,0,1,1,2,NA,1,39,NA,6
"2020","01","007311","128","11","01","140101",1,2,"20200073111281101",1,1,1,1,2,NA,1,68,NA,2
"2020","01","007311","128","11","03","140101",1,2,"20200073111281103",3,1,3,1,2,NA,1,17,NA,6
"2020","01","007311","128","11","06","140101",1,2,"20200073111281106",3,3,1,1,2,NA,2,26,NA,5
"2020","02","007312","008","11","03","140101",1,2,"20200073120081103",4,2,1,1,2,NA,2,38,NA,5
"2020","02","007312","008","11","04","140101",1,2,"20200073120081104",5,2,3,1,2,NA,2,7,NA,NA
"2020","02","007312","023","11","01","140101",1,2,"20200073120231101",1,1,1,1,2,NA,1,55,NA,2
"2020","02","007312","051","11","01","140101",1,2,"20200073120511101",1,1,1,1,2,NA,2,80,NA,5
"2020","02","007312","051","11","02","140101",1,2,"20200073120511102",3,1,3,1,2,NA,1,57,NA,6
"2020","02","007312","081","11","01","140101",1,2,"20200073120811101",1,1,1,1,2,NA,1,37,NA,1
"2020","02","007312","095","11","02","140101",1,2,"20200073120951102",2,1,2,1,2,NA,1,55,NA,2
"2020","02","007312","137","11","01","140101",1,2,"20200073121371101",1,0,1,1,2,NA,1,80,NA,5
"2020","04","007314","004","11","01","140101",1,2,"20190073140041101",1,NA,NA,1,2,NA,2,68,NA,3
"2020","04","007314","024","11","02","140101",1,2,"20190073140241102",3,NA,NA,1,2,NA,2,26,NA,6
"2020","04","007314","037","11","03","140101",1,2,"20190073140371103",3,NA,NA,1,2,NA,1,13,NA,6
"2020","04","007314","054","11","02","140101",1,2,"20200073140541102",3,NA,NA,1,2,NA,1,43,NA,6
"2020","04","007314","064","11","02","140101",1,2,"20190073140641102",2,NA,NA,1,2,NA,2,69,NA,2
"2020","03","007315","008","11","01","140101",1,2,"20160073150081101",1,NA,NA,1,2,NA,1,64,NA,2
"2020","03","007315","008","11","02","140101",1,2,"20160073150081102",2,NA,NA,1,2,NA,2,66,NA,2
"2020","03","007315","021","13","02","140101",1,2,"20160073150211302",2,NA,NA,1,2,NA,2,60,NA,2
"2020","03","007315","021","13","06","140101",1,2,"20160073150211305",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","03","007315","021","23","04","140101",1,2,"20160073150212304",4,NA,NA,1,2,NA,1,35,NA,2
"2020","03","007315","021","33","01","140101",1,2,"20160073150213301",1,NA,NA,1,2,NA,1,58,NA,1
"2020","03","007315","048","11","01","140101",1,2,"20160073150481101",1,NA,NA,1,2,NA,2,67,NA,2
"2020","03","007315","048","11","02","140101",1,2,"20160073150481102",2,NA,NA,1,2,NA,1,67,NA,2
"2020","03","007315","048","11","04","140101",1,2,"20160073150481105",5,NA,NA,1,2,NA,2,8,NA,NA
"2020","03","007315","061","11","04","140101",1,2,"20160073150611103",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","03","007315","075","11","01","140101",1,2,"20160073150751101",1,NA,NA,1,2,NA,1,75,NA,2
"2020","03","007315","088","11","01","140101",1,2,"20160073150881101",1,NA,NA,1,2,NA,1,90,NA,2
"2020","03","007315","088","11","06","140101",1,2,"20160073150881106",5,NA,NA,1,2,NA,1,26,NA,6
"2020","03","007315","088","11","07","140101",1,2,"20160073150881107",5,NA,NA,1,2,NA,1,24,NA,6
"2020","12","007316","011","11","01","140101",1,2,"20200073160111101",1,1,1,1,2,NA,2,50,NA,6
"2020","12","007316","011","11","02","140101",1,2,"20200073160111102",3,1,3,1,2,NA,2,23,NA,6
"2020","12","007316","026","11","01","140101",1,2,"20200073160261101",1,1,1,1,2,NA,1,65,NA,2
"2020","12","007316","042","11","01","140101",1,2,"20200073160421101",1,1,1,1,2,NA,2,67,NA,3
"2020","12","007316","042","11","03","140101",1,2,"20200073160421103",7,0,1,1,2,NA,2,25,NA,6
"2020","12","007316","057","11","06","140101",1,2,"20200073160571106",5,1,3,2,NA,2,1,7,NA,NA
"2020","12","007316","087","11","02","140101",1,2,"20200073160871102",2,1,2,1,2,NA,2,73,NA,2
"2020","12","007316","087","11","05","140101",1,2,"20200073160871105",5,2,3,1,2,NA,2,22,NA,6
"2020","12","007316","116","11","01","140101",1,2,"20200073161161101",1,1,1,1,2,NA,1,75,NA,2
"2020","12","007316","131","11","01","140101",1,2,"20200073161311101",1,1,1,1,2,NA,2,58,NA,2
"2020","12","007316","131","11","02","140101",1,2,"20200073161311102",2,1,2,1,2,NA,1,60,NA,2
"2020","12","007316","131","11","03","140101",1,2,"20200073161311103",3,1,3,1,2,NA,1,26,NA,6
"2020","12","007316","131","11","04","140101",1,2,"20200073161311104",3,1,3,1,2,NA,2,21,NA,6
"2020","12","007316","146","11","01","140101",1,2,"20200073161461101",1,0,1,1,2,NA,1,86,NA,3
"2020","03","007317","018","11","01","140101",1,2,"20200073170181101",1,1,1,1,2,NA,1,30,NA,1
"2020","03","007317","018","11","05","140101",1,2,"20200073170181105",3,1,3,1,2,NA,1,6,NA,NA
"2020","03","007317","033","11","02","140101",1,2,"20170073170331102",2,1,2,1,2,NA,1,59,NA,1
"2020","03","007317","103","11","04","140101",1,2,"20160073171031104",3,1,3,1,2,NA,1,10,NA,NA
"2020","03","007317","133","11","02","140101",1,2,"20200073171331102",2,1,2,1,2,NA,2,51,NA,2
"2020","03","007317","133","11","03","140101",1,2,"20200073171331103",3,1,3,1,2,NA,1,31,NA,6
"2020","09","007318","007","11","02","140101",1,2,"20170073180071102",2,1,2,1,2,NA,2,35,NA,1
"2020","09","007318","007","11","03","140101",1,2,"20170073180071103",3,1,3,1,2,NA,1,9,NA,NA
"2020","09","007318","064","11","03","140101",1,2,"20200073180641103",3,1,3,1,2,NA,2,17,NA,6
"2020","09","007318","064","11","06","140101",1,2,"20200073180641106",3,1,3,1,2,NA,1,6,NA,NA
"2020","09","007318","064","11","08","140101",1,2,"20190073180641102",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","09","007318","064","11","10","140101",1,2,"20170073180641104",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","09","007318","081","11","02","140101",1,2,"20170073180811101",6,1,6,1,2,NA,2,93,NA,3
"2020","09","007318","081","11","05","140101",1,2,"20200073180811105",11,0,1,1,2,NA,2,57,NA,6
"2020","09","007318","093","11","01","140101",1,2,"20170073180931101",1,1,1,1,2,NA,1,44,NA,1
"2020","09","007318","093","11","03","140101",1,2,"20170073180931102",3,1,3,1,2,NA,2,16,NA,6
"2020","09","007318","093","11","05","140101",1,2,"20200073180931105",6,0,1,2,NA,2,2,76,NA,3
"2020","09","007318","120","11","05","140101",1,2,"20170073181201105",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","09","007318","134","11","02","140101",1,2,"20170073181341102",3,1,3,1,2,NA,1,62,NA,6
"2020","11","007319","025","11","02","140101",1,2,"20170073190251102",6,0,1,1,2,NA,2,94,NA,3
"2020","11","007319","091","11","02","140101",1,2,"20170073190911102",3,1,3,1,2,NA,1,55,NA,6
"2020","11","007319","091","11","05","140101",1,2,"20180073190911105",5,0,1,1,2,NA,1,24,NA,6
"2020","11","007319","139","11","01","140101",1,2,"20170073191391101",1,1,1,1,2,NA,1,66,NA,2
"2020","11","007319","156","11","01","140101",1,2,"20200073191561101",1,1,1,1,2,NA,1,34,NA,1
"2020","07","007320","004","11","02","140101",1,2,"20180073200041101",11,NA,NA,1,2,NA,2,86,NA,6
"2020","07","007320","010","11","01","140101",1,2,"20180073200101101",1,NA,NA,1,2,NA,1,77,NA,2
"2020","07","007320","018","11","02","140101",1,2,"20200073200181102",2,NA,NA,1,2,NA,2,71,NA,2
"2020","07","007320","018","11","03","140101",1,2,"20200073200181103",3,NA,NA,1,2,NA,1,36,NA,6
"2020","07","007320","031","11","02","140101",1,2,"20200073200311102",11,NA,NA,1,2,NA,1,64,NA,6
"2020","02","007321","030","11","02","140101",1,2,"20200073210301102",2,1,2,1,2,NA,2,43,NA,1
"2020","02","007321","030","11","04","140101",1,2,"20200073210301104",3,1,3,1,2,NA,1,16,NA,6
"2020","02","007321","085","11","02","140101",1,2,"20200073210851102",3,1,3,1,2,NA,2,35,NA,6
"2020","02","007321","085","11","04","140101",1,2,"20200073210851104",10,0,1,2,NA,2,1,61,NA,5
"2020","02","007321","126","11","01","140101",1,2,"20200073211261101",1,1,1,1,2,NA,1,48,NA,1
"2020","02","007321","126","11","04","140101",1,2,"20200073211261104",3,1,3,1,2,NA,2,19,NA,6
"2020","01","007322","031","11","02","140101",1,2,"20180073220311103",3,1,3,1,2,NA,2,14,NA,6
"2020","01","007322","046","11","03","140101",1,2,"20200073220461103",3,1,3,1,2,NA,1,22,NA,6
"2020","01","007322","093","11","02","140101",1,2,"20180073220931102",2,1,2,1,2,NA,2,64,NA,2
"2020","01","007322","093","11","06","140101",1,2,"20180073220931106",5,2,3,1,2,NA,1,9,NA,NA
"2020","01","007322","093","11","07","140101",1,2,"20180073220931107",3,3,1,1,2,NA,2,34,NA,6
"2020","01","007322","093","11","08","140101",1,2,"20180073220931108",5,3,3,1,2,NA,2,12,NA,6
"2020","01","007322","138","11","02","140101",1,2,"20180073221381102",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","01","007322","138","11","03","140101",1,2,"20180073221381103",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","01","007322","154","11","02","140101",1,2,"20200073221541102",2,1,2,1,2,NA,2,44,NA,2
"2020","01","007322","154","11","04","140101",1,2,"20200073221541104",3,1,3,1,2,NA,1,12,NA,6
"2020","11","007323","018","11","01","140101",1,2,"20160073230181101",1,1,1,1,2,NA,1,58,NA,1
"2020","11","007323","018","11","04","140101",1,2,"20170073230181104",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","11","007323","018","11","05","140101",1,2,"20170073230181105",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","11","007323","056","11","05","140101",1,2,"20200073230561105",6,2,1,1,2,NA,2,68,NA,3
"2020","11","007323","056","11","07","140101",1,2,"20200073230561107",11,0,1,1,2,NA,1,32,NA,5
"2020","11","007323","075","11","01","140101",1,2,"20160073230751101",1,1,1,1,2,NA,1,76,NA,2
"2020","11","007323","075","11","03","140101",1,2,"20160073230751103",3,1,3,1,2,NA,2,32,NA,6
"2020","11","007323","113","11","04","140101",1,2,"20160073231131104",3,1,3,1,2,NA,1,40,NA,6
"2020","11","007323","132","12","02","140101",1,2,"20160073231322302",5,0,1,1,2,NA,1,26,NA,6
"2020","04","007325","003","11","01","140101",1,2,"20200073250031101",1,NA,NA,1,2,NA,1,72,NA,2
"2020","04","007325","003","11","04","140101",1,2,"20190073250032202",4,NA,NA,1,2,NA,2,33,NA,2
"2020","04","007325","003","11","05","140101",1,2,"20190073250032203",5,NA,NA,1,2,NA,1,10,NA,NA
"2020","04","007325","003","11","06","140101",1,2,"20190073250032204",5,NA,NA,1,2,NA,1,9,NA,NA
"2020","04","007325","023","11","02","140101",1,2,"20190073250231102",2,NA,NA,1,2,NA,2,67,NA,2
"2020","04","007325","023","11","06","140101",1,2,"20190073250231105",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","04","007325","042","11","02","140101",1,2,"20190073250421102",2,NA,NA,1,2,NA,2,48,NA,2
"2020","04","007325","078","11","02","140101",1,2,"20190073250781102",2,NA,NA,1,2,NA,2,40,NA,1
"2020","04","007325","117","11","02","140101",1,2,"20190073251171102",2,NA,NA,1,2,NA,2,62,NA,2
"2020","01","007326","023","11","03","140101",1,2,"20190073260231103",3,1,3,1,2,NA,2,7,NA,NA
"2020","01","007326","081","11","03","140101",1,2,"20200073260811103",3,2,1,2,NA,2,2,27,NA,2
"2020","01","007326","102","11","02","140101",1,2,"20190073261021102",2,1,2,1,2,NA,1,40,NA,2
"2020","01","007326","102","11","03","140101",1,2,"20190073261021103",3,1,3,1,2,NA,1,13,NA,6
"2020","01","007326","179","11","04","140101",1,2,"20190073261791104",4,2,2,1,2,NA,1,38,NA,2
"2020","01","007326","198","11","04","140101",1,2,"20200073261981104",3,1,3,1,2,NA,1,9,NA,NA
"2020","08","007327","033","11","01","140101",1,2,"20200073270331101",1,NA,NA,1,2,NA,1,33,NA,1
"2020","08","007327","078","11","05","140101",1,2,"20200073270781105",5,NA,NA,1,2,NA,2,2,NA,NA
"2020","08","007327","121","11","02","140101",1,2,"20170073271211102",2,NA,NA,1,2,NA,2,60,NA,2
"2020","08","007327","121","11","03","140101",1,2,"20170073271211103",3,NA,NA,1,2,NA,2,41,NA,5
"2020","08","007327","121","11","07","140101",1,2,"20170073271211107",5,NA,NA,1,2,NA,2,7,NA,NA
"2020","02","007329","034","11","01","140105",1,2,"20200073290341101",1,1,1,1,2,NA,1,52,NA,1
"2020","02","007329","034","11","02","140105",1,2,"20200073290341102",2,1,2,1,2,NA,2,47,NA,1
"2020","02","007329","034","11","03","140105",1,2,"20200073290341103",3,1,3,1,2,NA,2,25,NA,6
"2020","02","007329","093","11","01","140105",1,2,"20200073290931101",1,0,1,1,2,NA,1,26,NA,6
"2020","02","007329","112","11","01","140105",1,2,"20200073291121101",1,1,1,1,2,NA,1,32,NA,2
"2020","02","007329","112","11","04","140105",1,2,"20200073291121104",3,1,3,1,2,NA,1,6,NA,NA
"2020","02","007329","133","11","02","140105",1,2,"20200073291331102",3,1,1,1,2,NA,1,38,NA,1
"2020","02","007329","133","11","03","140105",1,2,"20200073291331103",4,1,2,1,2,NA,2,34,NA,1
"2020","02","007329","133","11","04","140105",1,2,"20200073291331104",5,1,3,1,2,NA,2,16,NA,6
"2020","02","007329","133","11","07","140105",1,2,"20200073291331107",5,1,3,1,2,NA,2,5,NA,NA
"2020","11","007330","011","11","04","140105",1,2,"20200073300111104",3,1,3,1,2,NA,2,5,NA,NA
"2020","11","007330","011","11","08","140105",1,2,"20200073300111108",5,2,3,1,2,NA,2,4,NA,NA
"2020","11","007330","011","11","10","140105",1,2,"20200073300111110",4,3,2,1,2,NA,2,17,NA,1
"2020","11","007330","027","11","01","140105",1,2,"20200073300271101",1,0,1,1,2,NA,1,28,NA,6
"2020","11","007330","058","11","03","140105",1,2,"20200073300581103",3,1,3,1,2,NA,1,34,NA,6
"2020","11","007330","058","11","04","140105",1,2,"20200073300581104",3,1,3,1,2,NA,1,14,NA,6
"2020","11","007330","058","11","06","140105",1,2,"20200073300581106",7,2,2,2,NA,2,2,38,NA,1
"2020","11","007330","058","11","09","140105",1,2,"20200073300581109",7,2,3,2,NA,2,1,7,NA,NA
"2020","11","007330","074","11","01","140105",1,2,"20200073300741101",1,0,1,1,2,NA,2,59,NA,5
"2020","11","007330","089","11","01","140105",1,2,"20200073300891101",1,1,1,1,2,NA,1,40,NA,1
"2020","10","007331","108","11","01","140105",1,2,"20180073311081101",1,1,1,1,1,NA,1,89,NA,2
"2020","10","007331","128","13","02","140105",1,2,"20180073311281202",2,1,2,1,2,NA,2,61,NA,1
"2020","10","007331","128","33","02","140105",1,2,"20180073311282202",2,1,2,1,2,NA,2,31,NA,1
"2020","10","007331","128","33","03","140105",1,2,"20180073311282203",3,1,3,1,2,NA,2,13,NA,6
"2020","10","007331","128","33","04","140105",1,2,"20180073311282204",3,1,3,1,2,NA,2,11,NA,NA
"2020","10","007331","128","33","05","140105",1,2,"20180073311282205",3,1,3,1,2,NA,2,6,NA,NA
"2020","10","007331","162","11","02","140105",1,2,"20180073311621102",2,1,2,1,2,NA,2,64,NA,2
"2020","10","007331","162","11","04","140105",1,2,"20180073311621104",3,1,3,1,2,NA,2,27,NA,6
"2020","11","007332","005","11","04","140105",1,2,"20190073320051104",3,1,3,1,2,NA,1,10,NA,NA
"2020","11","007332","026","11","01","140105",1,2,"20190073320261101",1,1,1,1,2,NA,1,62,NA,1
"2020","11","007332","026","11","05","140105",1,2,"20190073320261105",3,1,3,1,2,NA,1,17,NA,6
"2020","11","007332","026","11","06","140105",1,2,"20200073320261106",3,0,1,1,2,NA,1,36,NA,5
"2020","11","007332","064","11","02","140105",1,2,"20190073320641102",5,1,1,2,NA,1,2,38,NA,2
"2020","11","007332","145","11","01","140105",1,2,"20190073321451101",1,0,1,1,2,NA,1,62,NA,5
"2020","11","007332","145","11","05","140105",1,2,"20190073321451102",3,2,1,1,2,NA,2,28,NA,1
"2020","11","007332","145","11","06","140105",1,2,"20200073321451106",4,2,2,1,2,NA,1,39,NA,1
"2020","08","007336","007","11","02","140105",1,2,"20190073360071102",2,NA,NA,1,2,NA,2,29,NA,2
"2020","08","007336","007","11","04","140105",1,2,"20190073360071104",3,NA,NA,1,2,NA,1,5,NA,NA
