,year,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,UBIGEO,DOMINIO,ESTRATO,P201P,P203,P203A,P203B,P204,P205,P206,P207,P208A,P208B,P209
54624,2019,11,007074,113,11,07,120699,7.0,7.0,20190070741131107,3.0,1.0,3.0,1.0,2.0,,2.0,7.0,,
54625,2019,05,005445,016,11,04,030405,6.0,6.0,20190054450161104,3.0,1.0,3.0,1.0,2.0,,1.0,9.0,,
54627,2019,08,008069,070,11,01,150601,2.0,3.0,20190080690701101,1.0,1.0,1.0,1.0,2.0,,2.0,49.0,,4.0
54629,2019,01,006571,174,11,03,100402,5.0,7.0,20190065711741103,3.0,1.0,3.0,1.0,2.0,,1.0,16.0,,6.0
54632,2019,04,005358,103,11,02,030101,6.0,3.0,20190053581031102,2.0,1.0,2.0,1.0,2.0,,2.0,31.0,,2.0
54635,2019,08,007699,063,11,06,150111,8.0,1.0,20180076990631105,4.0,2.0,2.0,1.0,2.0,,2.0,22.0,,1.0
54639,2019,04,008303,034,11,03,160601,7.0,5.0,20150083030341103,0.0,,,,,,,,,
54640,2019,11,007915,005,11,06,150133,8.0,1.0,20190079150051106,7.0,0.0,1.0,1.0,2.0,,2.0,38.0,,6.0
54642,2019,03,005759,082,11,01,050701,5.0,5.0,20190057590821101,1.0,1.0,1.0,1.0,2.0,,2.0,49.0,,6.0
54643,2019,05,010303,072,11,01,200101,1.0,2.0,20180103030721101,1.0,1.0,1.0,1.0,2.0,,2.0,27.0,,1.0
54649,2019,11,007497,078,11,03,150125,8.0,1.0,20190074970781103,3.0,1.0,3.0,1.0,2.0,,2.0,40.0,,6.0
54650,2019,08,006922,002,11,04,120107,5.0,2.0,20190069220021104,3.0,1.0,3.0,1.0,2.0,,2.0,7.0,,
54651,2019,03,006515,036,11,06,100101,5.0,2.0,20180065150361106,5.0,2.0,3.0,1.0,2.0,,1.0,3.0,,
54653,2019,09,007096,137,11,03,130105,1.0,1.0,20180070961371104,3.0,1.0,3.0,1.0,2.0,,2.0,37.0,,6.0
54654,2019,08,005182,021,11,01,021801,2.0,2.0,20190051820211101,1.0,1.0,1.0,1.0,2.0,,1.0,68.0,,2.0
54656,2019,09,008042,060,11,03,150901,5.0,5.0,20190080420601103,3.0,1.0,3.0,1.0,2.0,,1.0,19.0,,6.0
54657,2019,12,008457,014,11,04,170103,7.0,8.0,20190084570141104,3.0,1.0,3.0,1.0,2.0,,2.0,1.0,,
54659,2019,02,007148,102,11,03,130102,1.0,1.0,20190071481021103,3.0,1.0,3.0,1.0,2.0,,2.0,21.0,,6.0
54660,2019,10,005799,010,11,02,050205,5.0,6.0,20190057990101102,2.0,1.0,2.0,1.0,2.0,,2.0,64.0,,2.0
54663,2019,05,005548,139,11,03,040112,6.0,1.0,20190055481391103,3.0,2.0,1.0,1.0,2.0,,2.0,24.0,,5.0
54664,2019,12,008182,016,11,04,160108,7.0,2.0,20190081820161104,7.0,2.0,2.0,1.0,2.0,,1.0,69.0,,1.0
54666,2019,01,009141,148,11,04,220101,7.0,4.0,20190091411481104,6.0,0.0,1.0,1.0,2.0,,1.0,79.0,,5.0
54668,2019,02,008327,127,11,06,160101,7.0,7.0,20190083271271106,3.0,1.0,3.0,1.0,2.0,,1.0,9.0,,
54670,2019,01,009062,033,11,02,210210,6.0,7.0,20150090620331103,3.0,1.0,3.0,1.0,2.0,,1.0,17.0,,6.0
54674,2019,08,005253,073,11,01,020105,5.0,3.0,20190052530731101,1.0,1.0,1.0,1.0,2.0,,1.0,49.0,,1.0
54676,2019,09,009560,058,11,02,240301,1.0,5.0,20170095600581102,2.0,1.0,2.0,1.0,2.0,,2.0,72.0,,1.0
54678,2019,02,010370,047,11,01,230101,3.0,2.0,20180103700471101,1.0,1.0,1.0,1.0,2.0,,1.0,64.0,,1.0
54682,2019,12,008091,091,11,03,150507,2.0,3.0,20180080910911103,3.0,1.0,3.0,1.0,2.0,,1.0,18.0,,6.0
54684,2019,05,008219,096,11,11,160101,7.0,2.0,20190082190961111,5.0,3.0,3.0,1.0,2.0,,1.0,5.0,,
54689,2019,10,008246,079,11,02,160113,7.0,2.0,20190082460791102,2.0,1.0,2.0,1.0,2.0,,2.0,40.0,,2.0
54691,2019,07,005795,131,11,02,050103,5.0,7.0,20190057951311102,2.0,1.0,2.0,1.0,2.0,,2.0,50.0,,2.0
54692,2019,10,005306,152,11,09,020105,5.0,7.0,20150053061521102,3.0,3.0,2.0,1.0,2.0,,2.0,29.0,,1.0
54694,2019,07,010543,008,11,01,061001,4.0,5.0,20190105430081101,1.0,0.0,1.0,1.0,2.0,,1.0,45.0,,6.0
54697,2019,01,005532,032,11,02,040110,6.0,1.0,20150055320321102,2.0,1.0,2.0,1.0,2.0,,2.0,55.0,,2.0
54700,2019,03,007241,211,11,05,130106,1.0,7.0,20170072412111106,3.0,1.0,3.0,1.0,2.0,,1.0,1.0,,
54701,2019,07,008220,048,11,02,160101,7.0,2.0,20190082200481102,3.0,1.0,3.0,1.0,2.0,,1.0,14.0,,6.0
54702,2019,12,010294,048,11,06,160211,7.0,7.0,20190102940481106,3.0,1.0,3.0,1.0,2.0,,1.0,3.0,,
54704,2019,07,005694,017,11,06,050101,5.0,2.0,20170056940171102,0.0,,,,,,,,,
54706,2019,08,009126,100,11,05,220101,7.0,4.0,20190091261001105,6.0,0.0,1.0,1.0,2.0,,2.0,78.0,,3.0
54708,2019,12,006839,133,11,02,110305,2.0,4.0,20190068391331102,3.0,1.0,3.0,1.0,2.0,,2.0,26.0,,6.0
54715,2019,07,006950,075,11,02,120707,5.0,5.0,20190069500751102,3.0,1.0,3.0,1.0,2.0,,1.0,46.0,,6.0
54717,2019,05,010286,003,11,02,160112,7.0,7.0,20190102860031102,2.0,1.0,2.0,1.0,2.0,,2.0,75.0,,2.0
54718,2019,07,006545,018,11,01,100601,7.0,4.0,20160065450181101,1.0,1.0,1.0,1.0,2.0,,1.0,47.0,,2.0
54719,2019,11,008163,091,11,03,151019,5.0,8.0,20190081630911103,3.0,1.0,3.0,1.0,2.0,,1.0,16.0,,6.0
54720,2019,02,009563,123,11,01,240301,1.0,5.0,20180095631231101,1.0,1.0,1.0,1.0,2.0,,1.0,53.0,,2.0
54726,2019,04,006779,057,11,02,110506,2.0,3.0,20190067790571102,3.0,1.0,3.0,1.0,2.0,,1.0,11.0,,
54727,2019,05,008910,148,11,02,200604,1.0,7.0,20190089101481102,2.0,1.0,2.0,1.0,2.0,,2.0,54.0,,1.0
54730,2019,03,010289,021,11,01,160401,7.0,7.0,20180102890211101,1.0,1.0,1.0,1.0,2.0,,1.0,59.0,,2.0
54731,2019,06,006057,142,11,02,070106,8.0,1.0,20190060571421102,2.0,1.0,2.0,1.0,2.0,,2.0,49.0,,1.0
54732,2019,02,005779,111,11,01,050501,5.0,7.0,20190057791111101,1.0,1.0,1.0,1.0,2.0,,1.0,54.0,,2.0
54733,2019,07,007268,026,11,04,130301,4.0,8.0,20180072680261108,0.0,,,,,,,,,
54734,2019,04,008252,017,11,02,160113,7.0,2.0,20190082520171102,2.0,1.0,2.0,1.0,2.0,,2.0,37.0,,1.0
54737,2019,01,005173,128,11,02,021801,2.0,2.0,20190051731281102,2.0,1.0,2.0,1.0,2.0,,2.0,46.0,,2.0
54738,2019,03,009647,077,11,01,250101,7.0,2.0,20190096470771101,1.0,1.0,1.0,1.0,2.0,,1.0,36.0,,1.0
54740,2019,11,010292,068,11,02,160202,7.0,7.0,20190102920681102,3.0,1.0,3.0,1.0,2.0,,1.0,20.0,,6.0
54742,2019,02,008746,023,22,02,200101,1.0,2.0,20190087460232202,2.0,1.0,2.0,1.0,2.0,,2.0,38.0,,1.0
54743,2019,09,008876,087,11,02,200105,1.0,3.0,20190088760871102,2.0,1.0,2.0,1.0,2.0,,1.0,66.0,,2.0
54744,2019,02,008952,085,11,04,200403,4.0,7.0,20190089520851104,7.0,0.0,1.0,1.0,2.0,,2.0,75.0,,6.0
54745,2019,08,008563,080,11,04,180301,3.0,3.0,20150085630801107,3.0,1.0,3.0,1.0,2.0,,1.0,20.0,,6.0
54750,2019,12,009438,373,11,02,230301,3.0,7.0,20150094383731102,2.0,1.0,2.0,1.0,2.0,,2.0,64.0,,2.0
54754,2019,07,009509,070,11,01,240101,1.0,3.0,20190095090701101,1.0,1.0,1.0,1.0,2.0,,1.0,53.0,,2.0
54756,2019,12,005299,103,11,04,022002,5.0,7.0,20190052991031104,3.0,1.0,3.0,1.0,2.0,,1.0,8.0,,
54759,2019,11,008250,123,11,07,160113,7.0,2.0,20190082501231107,7.0,0.0,1.0,1.0,2.0,,2.0,10.0,,
54760,2019,05,008728,047,11,03,190301,7.0,7.0,20170087280471103,0.0,,,,,,,,,
54762,2019,10,005306,147,11,05,020105,5.0,7.0,20150053061471105,5.0,2.0,3.0,1.0,2.0,,2.0,9.0,,
54763,2019,04,008996,002,11,01,210201,6.0,5.0,20180089960021101,1.0,1.0,1.0,1.0,2.0,,1.0,52.0,,2.0
54765,2019,02,005948,250,11,04,060401,4.0,7.0,20190059482501104,3.0,1.0,3.0,1.0,2.0,,2.0,0.0,4.0,
54768,2019,12,006093,077,11,05,070102,8.0,1.0,20180060930771105,7.0,0.0,1.0,2.0,,2.0,1.0,27.0,,6.0
54769,2019,10,006715,066,11,03,110101,2.0,2.0,20190067150661103,3.0,1.0,3.0,1.0,2.0,,2.0,23.0,,6.0
54772,2019,11,009281,081,11,02,220908,7.0,5.0,20190092810811102,2.0,1.0,2.0,1.0,2.0,,2.0,80.0,,2.0
54773,2019,02,007094,140,11,02,130105,1.0,1.0,20190070941401102,3.0,0.0,1.0,1.0,2.0,,1.0,62.0,,5.0
54774,2019,11,010125,125,11,02,110108,2.0,5.0,20190101251251102,2.0,1.0,2.0,1.0,2.0,,2.0,83.0,,2.0
54775,2019,02,008611,023,11,05,190113,5.0,3.0,20190086110231105,3.0,1.0,3.0,1.0,2.0,,1.0,16.0,,6.0
54776,2019,10,006147,073,11,02,070101,8.0,1.0,20190061470731102,2.0,1.0,2.0,1.0,2.0,,1.0,56.0,,2.0
54777,2019,04,006386,071,11,03,090201,5.0,5.0,20190063860711103,3.0,1.0,3.0,1.0,2.0,,2.0,14.0,,6.0
54779,2019,02,006493,075,11,05,090611,5.0,6.0,20190064930751105,5.0,2.0,3.0,1.0,2.0,,1.0,4.0,,
54780,2019,04,009442,167,11,01,230202,6.0,7.0,20160094421671101,1.0,1.0,1.0,1.0,2.0,,1.0,50.0,,1.0
54788,2019,12,010633,013,11,05,150605,2.0,4.0,20190106330131105,3.0,1.0,3.0,1.0,2.0,,1.0,2.0,,
54789,2019,10,009601,108,11,03,240303,1.0,8.0,20190096011081103,3.0,1.0,3.0,1.0,2.0,,2.0,5.0,,
54790,2019,02,008446,072,11,02,170102,7.0,7.0,20190084460721102,11.0,0.0,1.0,2.0,,2.0,1.0,62.0,,1.0
54791,2019,04,006779,018,11,04,110506,2.0,3.0,20190067790181104,3.0,1.0,3.0,1.0,2.0,,2.0,7.0,,
54793,2019,07,007168,108,11,01,130401,1.0,4.0,20190071681081101,1.0,1.0,1.0,1.0,2.0,,1.0,39.0,,1.0
54794,2019,05,005351,157,11,04,030101,6.0,3.0,20190053511571104,3.0,1.0,3.0,1.0,2.0,,1.0,22.0,,6.0
54795,2019,01,009602,055,11,04,250105,7.0,2.0,20190096020551104,3.0,1.0,3.0,1.0,2.0,,1.0,22.0,,6.0
54796,2019,11,006096,089,11,01,070102,8.0,1.0,20190060960891101,1.0,1.0,1.0,1.0,2.0,,1.0,69.0,,2.0
54798,2019,06,009465,169,11,04,230101,3.0,7.0,20190094651691104,3.0,1.0,3.0,1.0,2.0,,1.0,6.0,,
54800,2019,07,006662,016,11,03,100206,5.0,7.0,20150066620161104,3.0,1.0,3.0,1.0,2.0,,1.0,20.0,,6.0
54802,2019,10,006256,189,11,02,080801,6.0,4.0,20190062561891102,3.0,1.0,3.0,1.0,2.0,,2.0,16.0,,6.0
54803,2019,10,005530,031,11,01,040110,6.0,1.0,20190055300311101,1.0,1.0,1.0,1.0,2.0,,1.0,81.0,,2.0
54804,2019,09,007475,041,11,02,140109,1.0,6.0,20190074750411102,2.0,1.0,2.0,1.0,2.0,,1.0,54.0,,1.0
54807,2019,10,011344,088,11,02,250102,7.0,8.0,20190113440881102,2.0,1.0,2.0,1.0,2.0,,2.0,57.0,,2.0
54808,2019,12,008776,101,11,04,200101,1.0,2.0,20190087761011104,10.0,0.0,1.0,2.0,,2.0,2.0,50.0,,1.0
54809,2019,10,011344,088,11,10,250102,7.0,8.0,20190113440881110,5.0,0.0,1.0,1.0,2.0,,2.0,10.0,,
54811,2019,09,008216,069,11,02,160101,7.0,2.0,20190082160691102,3.0,1.0,3.0,1.0,2.0,,2.0,64.0,,6.0
54812,2019,02,005061,034,11,02,010502,4.0,5.0,20190050610341102,2.0,1.0,2.0,1.0,2.0,,2.0,55.0,,2.0
54813,2019,03,008248,022,11,03,160113,7.0,2.0,20190082480221103,5.0,0.0,1.0,1.0,2.0,,1.0,16.0,,6.0
54816,2019,04,008934,015,11,02,200202,1.0,7.0,20190089340151102,2.0,1.0,2.0,1.0,2.0,,2.0,20.0,,1.0
54820,2019,07,007168,005,11,01,130401,1.0,4.0,20190071680051101,1.0,1.0,1.0,1.0,2.0,,1.0,56.0,,1.0
54822,2019,10,005874,024,11,01,060902,7.0,5.0,20190058740241101,1.0,1.0,1.0,1.0,2.0,,2.0,36.0,,5.0
54824,2019,05,009356,015,11,01,230101,3.0,2.0,20190093560151101,1.0,1.0,1.0,1.0,2.0,,2.0,68.0,,3.0
54826,2019,02,008115,120,11,05,150514,2.0,5.0,20160081151201104,0.0,,,,,,,,,
54827,2019,01,007434,040,11,02,140120,1.0,4.0,20190074340401102,2.0,1.0,2.0,1.0,2.0,,2.0,28.0,,1.0
54831,2019,08,005562,004,12,08,040129,6.0,1.0,20190055620041208,5.0,2.0,3.0,1.0,2.0,,2.0,16.0,,6.0
54832,2019,04,009224,049,11,01,220910,7.0,2.0,20190092240491101,1.0,0.0,1.0,1.0,2.0,,1.0,40.0,,5.0
54834,2019,02,005197,020,11,05,021809,2.0,2.0,20160051970201106,3.0,1.0,3.0,1.0,2.0,,1.0,6.0,,
54839,2019,10,007988,089,11,03,150201,2.0,3.0,20190079880891103,3.0,1.0,3.0,1.0,2.0,,1.0,25.0,,6.0
54840,2019,02,005642,045,11,02,040702,3.0,5.0,20190056420451102,2.0,1.0,2.0,1.0,2.0,,2.0,39.0,,2.0
54842,2019,07,008263,167,11,02,160105,7.0,5.0,20160082631671103,3.0,1.0,3.0,1.0,2.0,,1.0,43.0,,6.0
54847,2019,10,005903,064,11,04,061201,4.0,5.0,20170059030641104,3.0,1.0,3.0,1.0,2.0,,2.0,13.0,,6.0
54848,2019,05,009136,037,11,04,220101,7.0,4.0,20180091360371104,3.0,1.0,3.0,1.0,2.0,,1.0,10.0,,
54850,2019,09,005125,155,11,03,010312,7.0,7.0,20190051251551103,3.0,1.0,3.0,1.0,2.0,,2.0,5.0,,
54851,2019,08,007904,004,11,20,150108,8.0,1.0,20190079040041120,3.0,0.0,1.0,1.0,2.0,,1.0,16.0,,6.0
54854,2019,11,010202,015,11,02,140116,1.0,5.0,20180102020151102,3.0,1.0,3.0,1.0,2.0,,2.0,20.0,,6.0
54856,2019,02,007511,191,11,05,150135,8.0,1.0,20180075111911105,3.0,3.0,1.0,1.0,2.0,,2.0,35.0,,5.0
54859,2019,10,007678,031,11,05,150103,8.0,1.0,20170076780311105,3.0,1.0,3.0,1.0,2.0,,2.0,9.0,,
54861,2019,06,010468,080,11,01,040702,3.0,5.0,20190104680801101,1.0,0.0,1.0,1.0,2.0,,2.0,21.0,,6.0
54862,2019,07,008395,028,11,01,170101,7.0,3.0,20190083950281101,1.0,0.0,1.0,1.0,2.0,,2.0,42.0,,1.0
54864,2019,12,009019,093,11,04,211101,6.0,2.0,20190090190931104,3.0,1.0,3.0,1.0,2.0,,1.0,13.0,,6.0
54867,2019,12,008742,085,11,05,200115,1.0,2.0,20190087420851105,10.0,2.0,2.0,2.0,,1.0,2.0,19.0,,1.0
54869,2019,11,005839,101,11,01,050908,5.0,6.0,20190058391011101,1.0,1.0,1.0,1.0,2.0,,1.0,62.0,,2.0
54875,2019,02,011303,069,11,02,090401,5.0,8.0,20190113030691102,2.0,1.0,2.0,1.0,2.0,,2.0,60.0,,2.0
54878,2019,07,008740,061,11,02,200101,1.0,2.0,20190087400611102,2.0,1.0,2.0,1.0,2.0,,2.0,60.0,,2.0
54881,2019,11,006687,025,11,06,110106,2.0,2.0,20190066870251106,10.0,2.0,2.0,1.0,2.0,,2.0,39.0,,1.0
54886,2019,04,006755,072,11,05,110201,2.0,2.0,20190067550721105,6.0,2.0,1.0,1.0,2.0,,2.0,64.0,,3.0
54888,2019,01,008190,034,11,02,160108,7.0,2.0,20190081900341102,5.0,0.0,1.0,1.0,2.0,,1.0,15.0,,6.0
54889,2019,11,006607,063,11,01,100307,5.0,8.0,20180066070631101,1.0,0.0,1.0,1.0,2.0,,1.0,76.0,,3.0
54893,2019,02,007100,095,11,02,130101,1.0,1.0,20190071000951102,2.0,1.0,2.0,1.0,2.0,,2.0,58.0,,2.0
54895,2019,11,007552,086,11,04,150117,8.0,1.0,20190075520861104,3.0,1.0,3.0,1.0,2.0,,1.0,14.0,,6.0
54900,2019,12,009959,043,11,04,100205,5.0,8.0,20190099590431104,3.0,1.0,3.0,1.0,2.0,,2.0,10.0,,
54904,2019,02,007492,161,11,03,150106,8.0,1.0,20190074921611103,3.0,1.0,3.0,1.0,2.0,,1.0,15.0,,6.0
54906,2019,09,008928,171,11,05,200205,1.0,7.0,20190089281711105,5.0,2.0,3.0,1.0,2.0,,1.0,6.0,,
54908,2019,04,009548,126,11,02,240105,1.0,5.0,20190095481261102,2.0,1.0,2.0,1.0,2.0,,2.0,44.0,,1.0
54910,2019,01,009315,092,11,01,230102,3.0,2.0,20190093150921101,1.0,0.0,1.0,1.0,2.0,,2.0,68.0,,3.0
54911,2019,09,005055,093,11,03,010706,7.0,5.0,20190050550931103,3.0,1.0,3.0,1.0,2.0,,2.0,5.0,,
54914,2019,06,008819,022,11,05,200501,1.0,3.0,20190088190221105,5.0,1.0,3.0,1.0,2.0,,1.0,12.0,,6.0
54915,2019,06,007377,067,11,06,140312,1.0,5.0,20190073770671106,3.0,1.0,3.0,1.0,2.0,,2.0,4.0,,
54916,2019,12,008570,032,11,01,180301,3.0,3.0,20190085700321101,1.0,0.0,1.0,1.0,2.0,,2.0,70.0,,4.0
54917,2019,07,008116,016,11,01,150514,2.0,5.0,20180081160161101,1.0,1.0,1.0,1.0,2.0,,2.0,36.0,,5.0
54918,2019,05,007825,019,11,06,150130,8.0,1.0,20160078250191101,6.0,0.0,1.0,1.0,2.0,,2.0,82.0,,5.0
54919,2019,03,007443,101,11,02,140306,1.0,7.0,20180074431011102,2.0,1.0,2.0,1.0,2.0,,2.0,57.0,,1.0
54920,2019,10,009003,133,11,06,211101,6.0,2.0,20180090031331107,5.0,2.0,3.0,1.0,2.0,,1.0,4.0,,
54921,2019,09,008399,112,11,02,170101,7.0,3.0,20180083991121102,2.0,1.0,2.0,1.0,2.0,,2.0,40.0,,2.0
54922,2019,07,005603,085,11,01,040520,6.0,4.0,20190056030851101,1.0,0.0,1.0,1.0,2.0,,1.0,61.0,,1.0
54926,2019,12,007126,044,11,04,130101,1.0,1.0,20190071260441104,3.0,2.0,1.0,1.0,2.0,,2.0,43.0,,2.0
54928,2019,09,007805,112,11,04,150115,8.0,1.0,20190078051121104,3.0,1.0,3.0,1.0,2.0,,1.0,1.0,,
54929,2019,10,009244,136,22,01,220901,7.0,2.0,20190092441362201,1.0,1.0,1.0,1.0,2.0,,1.0,40.0,,2.0
54930,2019,02,007076,116,11,03,120699,7.0,7.0,20190070761161103,5.0,0.0,1.0,1.0,2.0,,1.0,14.0,,6.0
54932,2019,09,007375,090,11,02,140306,1.0,5.0,20190073750901102,2.0,1.0,2.0,1.0,2.0,,2.0,44.0,,1.0
54934,2019,04,007250,117,11,02,130614,4.0,7.0,20190072501171102,11.0,1.0,1.0,1.0,2.0,,2.0,42.0,,6.0
54936,2019,07,008859,137,11,02,200605,1.0,4.0,20190088591371102,2.0,1.0,2.0,1.0,2.0,,2.0,39.0,,2.0
54937,2019,01,009287,090,11,01,220604,7.0,6.0,20190092870901101,1.0,1.0,1.0,1.0,2.0,,1.0,83.0,,2.0
54938,2019,02,005258,090,11,03,020101,5.0,3.0,20150052580901104,3.0,0.0,1.0,1.0,2.0,,1.0,47.0,,5.0
54939,2019,10,006511,071,11,06,100101,5.0,2.0,20190065110711106,5.0,2.0,3.0,1.0,2.0,,1.0,5.0,,
54941,2019,12,009631,018,11,03,250101,7.0,2.0,20160096310181104,3.0,1.0,3.0,1.0,2.0,,2.0,23.0,,6.0
54943,2019,02,007257,171,11,05,130901,4.0,7.0,20180072571711103,3.0,2.0,1.0,1.0,2.0,,2.0,15.0,,6.0
54944,2019,11,007976,013,11,02,150119,8.0,1.0,20150079760131102,2.0,1.0,2.0,1.0,2.0,,2.0,77.0,,2.0
54948,2019,07,007740,140,11,01,150105,8.0,1.0,20190077401401101,1.0,0.0,1.0,1.0,2.0,,2.0,49.0,,6.0
54949,2019,10,006273,131,11,01,080902,7.0,7.0,20190062731311101,1.0,1.0,1.0,1.0,2.0,,1.0,60.0,,1.0
54950,2019,04,009556,015,11,04,240301,1.0,5.0,20160095560151105,3.0,1.0,3.0,1.0,2.0,,2.0,9.0,,
54951,2019,06,007293,006,11,03,140101,1.0,2.0,20160072930061103,3.0,1.0,3.0,1.0,2.0,,1.0,24.0,,6.0
54953,2019,12,005162,009,11,02,010606,7.0,6.0,20190051620091102,2.0,1.0,2.0,1.0,2.0,,2.0,68.0,,2.0
54955,2019,05,006406,085,11,06,090706,5.0,7.0,20150064060851107,3.0,1.0,3.0,1.0,2.0,,1.0,8.0,,
54956,2019,02,005480,072,11,02,040104,6.0,1.0,20190054800721102,6.0,1.0,6.0,1.0,2.0,,1.0,68.0,,3.0
54961,2019,02,005902,011,11,01,060508,1.0,5.0,20170059020111101,1.0,0.0,1.0,1.0,2.0,,1.0,92.0,,3.0
54962,2019,10,007736,102,11,01,150101,8.0,1.0,20190077361021101,1.0,1.0,1.0,1.0,2.0,,1.0,43.0,,1.0
54963,2019,04,006843,048,11,03,110304,2.0,5.0,20190068430481103,3.0,1.0,3.0,1.0,2.0,,1.0,7.0,,
54966,2019,11,010075,103,11,01,060109,4.0,7.0,20190100751031101,1.0,1.0,1.0,1.0,2.0,,2.0,58.0,,3.0
54968,2019,03,005341,085,11,03,021406,5.0,7.0,20190053410851103,3.0,0.0,1.0,2.0,,2.0,2.0,25.0,,6.0
54972,2019,07,006461,117,11,05,090103,5.0,7.0,20190064611171105,3.0,1.0,3.0,1.0,2.0,,2.0,2.0,,
54974,2019,01,005283,077,11,04,021909,5.0,7.0,20190052830771104,5.0,1.0,3.0,1.0,2.0,,1.0,9.0,,
54976,2019,01,008190,165,11,01,160108,7.0,2.0,20190081901651101,1.0,1.0,1.0,1.0,2.0,,2.0,51.0,,2.0
54980,2019,03,005685,010,11,02,050115,5.0,2.0,20160056850101102,3.0,1.0,3.0,1.0,2.0,,1.0,17.0,,6.0
54981,2019,05,008617,074,11,02,190113,5.0,3.0,20190086170741102,3.0,1.0,3.0,1.0,2.0,,2.0,30.0,,6.0
54985,2019,04,006854,178,11,01,110504,2.0,7.0,20190068541781101,1.0,1.0,1.0,1.0,2.0,,2.0,42.0,,5.0
54986,2019,03,008085,060,11,05,150501,2.0,3.0,20190080850601105,5.0,2.0,3.0,2.0,,2.0,2.0,0.0,1.0,
54987,2019,03,006790,117,11,02,110501,2.0,3.0,20190067901171102,6.0,0.0,1.0,1.0,2.0,,2.0,82.0,,5.0
54988,2019,03,007045,122,11,01,120903,5.0,7.0,20190070451221101,1.0,1.0,1.0,1.0,2.0,,1.0,70.0,,2.0
54989,2019,11,005565,044,11,02,040129,6.0,1.0,20170055650441102,3.0,1.0,3.0,1.0,2.0,,2.0,11.0,,
54992,2019,07,007556,101,11,09,150117,8.0,1.0,20190075561011109,5.0,2.0,3.0,1.0,2.0,,2.0,4.0,,
54994,2019,06,006888,051,11,01,120114,5.0,2.0,20190068880511101,1.0,1.0,1.0,1.0,2.0,,1.0,76.0,,2.0
54995,2019,09,007269,027,11,01,130302,4.0,7.0,20190072690271101,1.0,1.0,1.0,1.0,2.0,,2.0,22.0,,5.0
54996,2019,11,005923,046,11,01,060801,7.0,7.0,20180059230461101,1.0,0.0,1.0,1.0,2.0,,2.0,69.0,,5.0
54998,2019,12,010002,029,11,03,010205,7.0,8.0,20160100020291104,3.0,1.0,3.0,1.0,1.0,,1.0,15.0,,6.0
55003,2019,08,008230,002,11,06,160112,7.0,2.0,20190082300021106,6.0,0.0,1.0,1.0,2.0,,1.0,74.0,,1.0
55005,2019,07,008201,065,11,02,160101,7.0,2.0,20190082010651102,2.0,1.0,2.0,1.0,2.0,,2.0,59.0,,2.0
55007,2019,09,008912,055,11,06,200601,1.0,7.0,20190089120551106,10.0,0.0,1.0,1.0,2.0,,1.0,72.0,,6.0
55008,2019,07,006770,083,11,03,110206,2.0,5.0,20190067700831103,3.0,1.0,3.0,1.0,2.0,,1.0,27.0,,6.0
55009,2019,01,006688,045,11,02,110106,2.0,2.0,20170066880451102,0.0,,,,,,,,,
55013,2019,05,005780,189,11,02,050504,5.0,7.0,20190057801891102,2.0,1.0,2.0,1.0,2.0,,2.0,70.0,,1.0
55014,2019,03,008532,069,11,02,180303,3.0,3.0,20190085320691102,2.0,1.0,2.0,1.0,2.0,,2.0,67.0,,2.0
55016,2019,11,010324,045,11,02,200114,1.0,8.0,20190103240451102,3.0,0.0,1.0,1.0,2.0,,1.0,22.0,,5.0
55017,2019,11,009547,119,11,01,240102,1.0,5.0,20190095471191101,1.0,1.0,1.0,1.0,2.0,,1.0,53.0,,1.0
55018,2019,01,007544,106,11,02,150117,8.0,1.0,20180075441061102,2.0,1.0,2.0,1.0,2.0,,2.0,53.0,,2.0
55023,2019,06,008324,223,11,05,160106,7.0,7.0,20190083242231105,3.0,1.0,3.0,1.0,2.0,,1.0,8.0,,
55025,2019,12,008590,011,11,04,180210,6.0,6.0,20150085900111103,0.0,,,,,,,,,
55026,2019,06,006521,016,11,02,100102,5.0,2.0,20190065210161102,3.0,1.0,1.0,1.0,2.0,,2.0,28.0,,5.0
55027,2019,03,006348,175,11,01,080505,6.0,7.0,20190063481751101,1.0,1.0,1.0,1.0,2.0,,2.0,40.0,,2.0
55029,2019,03,007195,026,11,02,130207,1.0,5.0,20190071950261102,2.0,1.0,2.0,1.0,2.0,,2.0,45.0,,1.0
55030,2019,07,005396,018,11,02,030607,6.0,7.0,20190053960181102,2.0,1.0,2.0,1.0,2.0,,2.0,53.0,,2.0
55031,2019,08,010212,081,11,02,150135,8.0,1.0,20190102120811102,3.0,1.0,3.0,1.0,2.0,,1.0,20.0,,6.0
55033,2019,08,007467,181,11,03,140205,1.0,7.0,20190074671811103,3.0,1.0,3.0,1.0,2.0,,2.0,35.0,,6.0
55035,2019,06,009044,085,11,02,211209,7.0,8.0,20190090440851102,3.0,0.0,1.0,2.0,,2.0,1.0,27.0,,6.0
55040,2019,07,007879,067,11,01,150140,8.0,1.0,20190078790671101,1.0,1.0,1.0,1.0,2.0,,2.0,72.0,,1.0
55043,2019,06,008948,009,11,08,200304,4.0,8.0,20170089480091108,3.0,1.0,3.0,1.0,2.0,,2.0,12.0,,6.0
55046,2019,11,010292,006,11,02,160202,7.0,7.0,20190102920061102,3.0,1.0,3.0,1.0,2.0,,2.0,29.0,,6.0
